tf	tg
Pax6	Tmsb15l
Pax6	Tnr
Pax6	Ucn3
Pax6	Vgf
Pax6	Vstm2l
Pax6	Vwa5b2
Pax6	Wnk3-ps
Pax6	Zdbf2
Pbx3	Aff2
Pbx3	Armcx1
Pbx3	Armcx2
Pbx3	Bex2
Pbx3	Cbx6
Pbx3	Ccdc88a
Pbx3	Cntln
Pbx3	Eid1
Pbx3	Fzd3
Pbx3	H2afy2
Pbx3	Hdgfrp3
Pbx3	Kif3a
Pbx3	Maged1
Pbx3	Magee1
Pbx3	Mageh1
Pbx3	Mboat2
Pbx3	Meis2
Pbx3	Mrfap1
Pbx3	Nbea
Pbx3	Ndn
Pbx3	Ndrg4
Pbx3	Peg3
Pbx3	Plagl1
Pbx3	Prmt2
Pbx3	Runx1t1
Pbx3	Smarca1
Pbx3	Spin4
Pbx3	Tram1l1
Pbx3	Ttc8
Pbx3	Tuba1a
Pbx3	Unc5c
Pbx3	Usp27x
Pbx3	Wbp5
Pbx3	Zcchc3
Pbx3	1110006E14Rik
Pbx3	1500011H22Rik
Pbx3	2610002J23Rik
Pbx3	Abi2
Pbx3	Arxes2
Pbx3	B630019K06Rik
Pbx3	Bhlhb9
Pbx3	C030034E14Rik
Pbx3	Ccdc112
Pbx3	Dcaf12l1
Pbx3	Eid2
Pbx3	Mum1l1
Pbx3	Ngfrap1
Pbx3	Pgbd5
Pbx3	Ppp1r26
Pbx3	Tshz3
Pbx3	Zc3hav1l
Pbx3	Zc4h2
Pbx3	Zfp512
Pbx3	Zfp516
Pbx3	Zfp647
Pdx1	2210010C04Rik
Pdx1	5330417C22Rik
Pdx1	A530058N18Rik
Pdx1	Abcc8
Pdx1	Adra2a
Pdx1	Aplp1
Pdx1	Bace2
Pdx1	Baiap3
Pdx1	Bhlha15
Pdx1	Cabp7
Pdx1	Cadps
Pdx1	Car10
Pdx1	Cartpt
Pdx1	Cd164
Pdx1	Cdh8
Pdx1	Cdhr1
Pdx1	Cdx4
Pdx1	Cel
Pdx1	Cela1
Pdx1	Cela2a
Pdx1	Cela3b
Pdx1	Chga
Pdx1	Chgb
Pdx1	Chic1
Pdx1	Chid1
Pdx1	Chrm3
Pdx1	Clps
Pdx1	Cnpy2
Pdx1	Cope
Pdx1	Cpa1
Pdx1	Cpa2
Pdx1	Cpb1
Pdx1	Creld2
Pdx1	Cryba2
Pdx1	Ctrb1
Pdx1	Ctrc
Pdx1	Ctrl
Pdx1	Cuzd1
Pdx1	Ddc
Pdx1	Derl2
Pdx1	Ero1lb
Pdx1	Fam122a
Pdx1	Fev
Pdx1	Ffar2
Pdx1	Fkbp2
Pdx1	G6pc2
Pdx1	Gal
Pdx1	Galr1
Pdx1	Gcg
Pdx1	Gch1
Pdx1	Gdap1
Pdx1	Gdap1l1
Pdx1	Gfra3
Pdx1	Ghrl
Pdx1	Gjd2
Pdx1	Glp1r
Pdx1	Gmppa
Pdx1	Gmppb
Pdx1	Gnat2
Pdx1	Gng12
Pdx1	Gng4
Pdx1	Gp2
Pdx1	Hap1
Pdx1	Iapp
Pdx1	Ids
Pdx1	Il1r1
Pdx1	Ins1
Pdx1	Ins2
Pdx1	Insm1
Pdx1	Insrr
Pdx1	Iqsec1
Pdx1	Isl1
Pdx1	Kcnip1
Pdx1	Kcnmb2
Pdx1	Klhl5
Pdx1	Klk1b3
Pdx1	Klk1b4
Pdx1	Klk1b5
Pdx1	Lats2
Pdx1	Lman1
Pdx1	Magt1
Pdx1	Mapkap1
Pdx1	Mdm1
Pdx1	Mia3
Pdx1	Mnx1
Pdx1	Mtmr7
Pdx1	Myo15
Pdx1	Myt1
Pdx1	Neurod1
Pdx1	Neurog3
Pdx1	Nkx2-2
Pdx1	Nkx6-1
Pdx1	Notch2
Pdx1	Npy
Pdx1	Nucb2
Pdx1	Otoa
Pdx1	Pax6
Pdx1	Pclo
Pdx1	Pcsk1
Pdx1	Pcsk1n
Pdx1	Pcsk2
Pdx1	Pdia6
Pdx1	Pdyn
Pdx1	Pex5l
Pdx1	Pla2g1b
Pdx1	Pnlip
Pdx1	Pnliprp1
Pdx1	Pnliprp2
Pdx1	Ppy
Pdx1	Prph
Pdx1	Prss2
Pdx1	Prss3
Pdx1	Ptf1a
Pdx1	Ptprn
Pdx1	Ptprn2
Pdx1	Pycr1
Pdx1	Rab27a
Pdx1	Rab37
Pdx1	Rab3d
Pdx1	Rasgrf1
Pdx1	Rbms1
Pdx1	Rcan3
Pdx1	Reg1
Pdx1	Reg2
Pdx1	Reg3d
Pdx1	Resp18
Pdx1	Ret
Pdx1	Rnase1
Pdx1	Scg2
Pdx1	Scg3
Pdx1	Scg5
Pdx1	Scgn
Pdx1	Scn9a
Pdx1	Sdf2l1
Pdx1	Sec22b
Pdx1	Sec61b
Pdx1	Serpini2
Pdx1	Sez6l
Pdx1	Sez6l2
Pdx1	Slc18a3
Pdx1	Slc2a2
Pdx1	Slc2a5
Pdx1	Slc35b1
Pdx1	Slc38a5
Pdx1	Slc7a4
Pdx1	Spc25
Pdx1	Spcs2
Pdx1	Spock1
Pdx1	Srp68
Pdx1	Ssr4
Pdx1	Sst
Pdx1	Sstr3
Pdx1	St8sia3
Pdx1	Surf4
Pdx1	Synpr
Pdx1	Syt13
Pdx1	Syt4
Pdx1	Syt7
Pdx1	Sytl4
Pdx1	T2
Pdx1	Tff2
Pdx1	Th
Pdx1	Tm4sf4
Pdx1	Tmed11
Pdx1	Tmed3
Pdx1	Tmed6
Pdx1	Tmem163
Pdx1	Tmem27
Pdx1	Trp53i13
Pdx1	Trpm5
Pdx1	Tssc4
Pdx1	Ttr
Pdx1	Ufc1
Pdx1	Ufm1
Pdx1	Uggt1
Pdx1	Vps53
Pdx1	Yipf2
Pdx1	Zdhhc2
Pdx1	1700045I19Rik
Pdx1	1700086L19Rik
Pdx1	1810010K12Rik
Pdx1	1810028F09Rik
Pdx1	1810053B23Rik
Pdx1	1810058N05Rik
Pdx1	1810062G17Rik
Pdx1	1810073G21Rik
Pdx1	2210019I11Rik
Pdx1	2410021H03Rik
Pdx1	2900001G08Rik
Pdx1	2900008C10Rik
Pdx1	4930488B01Rik
Pdx1	4930579K19Rik
Pdx1	4931431B13Rik
Pdx1	5033417F24Rik
Pdx1	5430439G13Rik
Pdx1	5830403M04Rik
Pdx1	6330415G19Rik
Pdx1	A030001D20Rik
Pdx1	A230051N06Rik
Pdx1	A330076H08Rik
Pdx1	Aldh1l2
Pdx1	Aqp12
Pdx1	Arhgap36
Pdx1	Arpm1
Pdx1	AU022229
Pdx1	B230112I24Rik
Pdx1	B830017H08Rik
Pdx1	BB319198
Pdx1	C2cd4b
Pdx1	C2cd4c
Pdx1	C630004H02Rik
Pdx1	Cdh7
Pdx1	Cerkl
Pdx1	Copg
Pdx1	Cxxc4
Pdx1	D10Bwg1379e
Pdx1	D630024D03Rik
Pdx1	Dbpht2
Pdx1	Dhx34
Pdx1	Disp2
Pdx1	E130002L11Rik
Pdx1	Efcab1
Pdx1	Entpd3
Pdx1	Epb4.1l4b
Pdx1	Erp27
Pdx1	Etv1
Pdx1	Fam101a
Pdx1	Fam159b
Pdx1	Fam183b
Pdx1	Fam190a
Pdx1	Gcat
Pdx1	Ghsr
Pdx1	Gipr
Pdx1	Gm10632
Pdx1	Gm10941
Pdx1	Gm12500
Pdx1	Gm17733
Pdx1	Gm19451
Pdx1	Gm3924
Pdx1	Gm6658
Pdx1	Gpr158
Pdx1	Hapln4
Pdx1	Hist1h4j
Pdx1	Hs3st6
Pdx1	Igf2as
Pdx1	Igsf1
Pdx1	Kcnk16
Pdx1	Klhl32
Pdx1	Lhfpl4
Pdx1	Lhfpl5
Pdx1	Lrp11
Pdx1	Nell1
Pdx1	Nipal1
Pdx1	Nol4
Pdx1	Otud1
Pdx1	Pappa2
Pdx1	Pax6os1
Pdx1	Pdia2
Pdx1	Phf21b
Pdx1	Plcxd3
Pdx1	Ppapdc1b
Pdx1	Prss53
Pdx1	Qsox2
Pdx1	Rap1gap2
Pdx1	Rimbp2
Pdx1	Rph3al
Pdx1	Sgsm1
Pdx1	Slc16a12
Pdx1	Slc24a2
Pdx1	Slc30a8
Pdx1	Slc35d3
Pdx1	Slc7a14
Pdx1	Slitrk6
Pdx1	Sphkap
Pdx1	St18
Pdx1	Stk32a
Pdx1	Stox1
Pdx1	Tmem107
Pdx1	Tmem215
Pdx1	Tmem90a
Pdx1	Ucn3
Pdx1	Vgf
Pdx1	Vstm2l
Pdx1	Vwa5b2
Phf20	Ilf3
Phf20	Pms2
Phf20	Stap2
Phf20	Zfp566
Phf20	Pds5b
Plag1	Ilf3
Plag1	Usp48
Plag1	Ythdf1
Plag1	Zc3hav1l
Plagl1	Aff2
Plagl1	Armcx1
Plagl1	Armcx2
Plagl1	D430019H16Rik
Plagl1	H2afy2
Plagl1	Maged1
Plagl1	Mageh1
Plagl1	Meis2
Plagl1	Nbea
Plagl1	Ndn
Plagl1	Nnat
Plagl1	Peg3
Plagl1	Pfn2
Plagl1	Ptpn13
Plagl1	Rian
Plagl1	Runx1t1
Plagl1	Smarca1
Plagl1	Spin4
Plagl1	Wbp5
Plagl1	Zcchc3
Plagl1	1110006E14Rik
Plagl1	Arxes1
Plagl1	Arxes2
Plagl1	Lgi2
Plagl1	Stox2
Plagl1	Tshz3
Plagl1	Ubtd2
Prdx5	Ilf3
Prdx5	Kdm2b
Prdx5	Pms2
Prdx5	Psip1
Prdx5	Rpa1
Prdx5	Ssrp1
Prdx5	Taf5l
Prdx5	Ythdf1
Preb	Ampd2
Preb	Armc5
Preb	Dicer1
Preb	Pex26
Preb	Rpn1
Preb	Sec16a
Preb	Slc25a14
Preb	Spcs3
Preb	Taf12
Preb	Terf2
Preb	Tssc4
Preb	Yipf2
Preb	9430065F17Rik
Preb	Copg
Preb	Mcart6
Preb	Pigl
Prkdc	Armc10
Prkdc	Dhx30
Prkdc	Ofd1
Prkdc	Tex9
Prkdc	Trp53bp1
Prkdc	Zfp329
Prkdc	Zfp566
Prkdc	Zfp82
Prkdc	BB182297
Prkdc	Tceanc
Psip1	Ilf3
Psip1	Kdm1a
Psip1	Myef2
Psip1	Trim37
Psip1	Zbtb7b
Psip1	Zfp61
Psip1	Zik1
Psip1	6330503K22Rik
Psip1	Iqcb1
Psip1	Wnk3-ps
Ptf1a	2210010C04Rik
Ptf1a	Abcc8
Ptf1a	Arhgdig
Ptf1a	BC006965
Ptf1a	Baiap3
Ptf1a	Bhlha15
Ptf1a	Cartpt
Ptf1a	Cd164
Ptf1a	Cel
Ptf1a	Cela1
Ptf1a	Cela2a
Ptf1a	Cela3b
Ptf1a	Chga
Ptf1a	Chgb
Ptf1a	Chic1
Ptf1a	Chid1
Ptf1a	Chrm3
Ptf1a	Cldn6
Ptf1a	Cldn9
Ptf1a	Clps
Ptf1a	Cnpy2
Ptf1a	Cpa1
Ptf1a	Cpa2
Ptf1a	Cpb1
Ptf1a	Cryba2
Ptf1a	Ctrb1
Ptf1a	Ctrc
Ptf1a	Ctrl
Ptf1a	Cuzd1
Ptf1a	Ddc
Ptf1a	Derl3
Ptf1a	E330009J07Rik
Ptf1a	Ero1lb
Ptf1a	Fev
Ptf1a	Ffar2
Ptf1a	Fkbp11
Ptf1a	G6pc2
Ptf1a	Gal
Ptf1a	Gcg
Ptf1a	Gfra3
Ptf1a	Gjd2
Ptf1a	Gnat2
Ptf1a	Gp2
Ptf1a	Hspa5
Ptf1a	Hyou1
Ptf1a	Iapp
Ptf1a	Ins1
Ptf1a	Ins2
Ptf1a	Insm1
Ptf1a	Insrr
Ptf1a	Isl1
Ptf1a	Kcnmb2
Ptf1a	Klk1b11
Ptf1a	Klk1b3
Ptf1a	Klk1b4
Ptf1a	Klk1b5
Ptf1a	Klk1b8
Ptf1a	Klk6
Ptf1a	Mapkap1
Ptf1a	Mcpt2
Ptf1a	Mnx1
Ptf1a	Myo15
Ptf1a	Neurod1
Ptf1a	Neurog3
Ptf1a	Nkx2-2
Ptf1a	Nkx6-1
Ptf1a	Nucb2
Ptf1a	P2rx1
Ptf1a	Pcsk1
Ptf1a	Pcsk2
Ptf1a	Pdia6
Ptf1a	Pdx1
Ptf1a	Pla2g1b
Ptf1a	Pnlip
Ptf1a	Pnliprp1
Ptf1a	Pnliprp2
Ptf1a	Ppy
Ptf1a	Prdx4
Ptf1a	Prss2
Ptf1a	Prss3
Ptf1a	Ptprn
Ptf1a	Ptprn2
Ptf1a	Rab3d
Ptf1a	Rap1gap
Ptf1a	Rbpjl
Ptf1a	Reg1
Ptf1a	Reg2
Ptf1a	Reg3d
Ptf1a	Resp18
Ptf1a	Ret
Ptf1a	Rnase1
Ptf1a	Scg2
Ptf1a	Scg3
Ptf1a	Scgn
Ptf1a	Scn9a
Ptf1a	Sec23b
Ptf1a	Sec61b
Ptf1a	Serp1
Ptf1a	Serpini2
Ptf1a	Sez6l2
Ptf1a	Sim1
Ptf1a	Slc38a10
Ptf1a	Slc38a5
Ptf1a	Spcs1
Ptf1a	Ssr1
Ptf1a	Ssr4
Ptf1a	Sst
Ptf1a	Syt13
Ptf1a	T2
Ptf1a	Tff2
Ptf1a	Th
Ptf1a	Tm4sf4
Ptf1a	Tmed11
Ptf1a	Tmed3
Ptf1a	Tmed6
Ptf1a	Tmem27
Ptf1a	Tmem39a
Ptf1a	Tram1
Ptf1a	Trpm5
Ptf1a	Ttr
Ptf1a	Ufm1
Ptf1a	Xbp1
Ptf1a	Yipf2
Ptf1a	1700086L19Rik
Ptf1a	1810010D01Rik
Ptf1a	1810010K12Rik
Ptf1a	1810018F18Rik
Ptf1a	1810028F09Rik
Ptf1a	1810053B23Rik
Ptf1a	1810058N05Rik
Ptf1a	1810073G21Rik
Ptf1a	2210019I11Rik
Ptf1a	2900001G08Rik
Ptf1a	4930467D19Rik
Ptf1a	A430010J10Rik
Ptf1a	AI428936
Ptf1a	Aqp12
Ptf1a	Arpm1
Ptf1a	BB114814
Ptf1a	C2cd4b
Ptf1a	C2cd4c
Ptf1a	C630004H02Rik
Ptf1a	Celf3
Ptf1a	Ctxn2
Ptf1a	Cxxc4
Ptf1a	Dcdc2a
Ptf1a	Dhx34
Ptf1a	Disp2
Ptf1a	E530001K10Rik
Ptf1a	Efcab1
Ptf1a	Entpd3
Ptf1a	Erp27
Ptf1a	Fam159b
Ptf1a	Gcat
Ptf1a	Gm3924
Ptf1a	Hapln4
Ptf1a	Hist1h4j
Ptf1a	Kcnk16
Ptf1a	Krt76
Ptf1a	Mia1
Ptf1a	Pax6os1
Ptf1a	Pdia2
Ptf1a	Pnmal2
Ptf1a	Prss53
Ptf1a	Qsox2
Ptf1a	Rab26
Ptf1a	Rap1gap2
Ptf1a	Rimbp2
Ptf1a	Rph3al
Ptf1a	Sdk2
Ptf1a	Sgsm1
Ptf1a	Slc30a8
Ptf1a	Slc7a14
Ptf1a	St18
Ptf1a	Tmem215
Ptf1a	Ucn3
Ptf1a	Vwa5b2
Ptf1a	Zkscan16
Rbpjl	4930533N22Rik
Rbpjl	Bhlha15
Rbpjl	Cpb1
Rbpjl	Ctrb1
Rbpjl	Ctrc
Rbpjl	Ctrl
Rbpjl	Fkbp11
Rbpjl	Gp2
Rbpjl	Hyou1
Rbpjl	Klk1b3
Rbpjl	Mknk1
Rbpjl	P2rx1
Rbpjl	Prss3
Rbpjl	Ptf1a
Rbpjl	Reg3d
Rbpjl	Serpini2
Rbpjl	Slc38a10
Rbpjl	Ssr4
Rbpjl	Tff2
Rbpjl	Tmed11
Rbpjl	1810010D01Rik
Rbpjl	1810010K12Rik
Rbpjl	1810028F09Rik
Rbpjl	1810053B23Rik
Rbpjl	1810058N05Rik
Rbpjl	1810073G21Rik
Rbpjl	4921539H07Rik
Rbpjl	4930467D19Rik
Rbpjl	Aqp12
Rbpjl	C630004H02Rik
Rbpjl	Dhx34
Rbpjl	Erp27
Rbpjl	Fam159b
Rbpjl	Kcnk16
Rbpjl	Krt76
Rbpjl	Pdia2
Rbpjl	Rab26
Rcor3	Amz2
Rcor3	Ank
Rcor3	Asb15
Rcor3	Bmi1
Rcor3	Gpx1
Rcor3	Nadk
Rcor3	Nt5m
Rcor3	Sgcb
Rcor3	Tcta
Rcor3	1700080G18Rik
Rcor3	4933431K14Rik
Rcor3	9030612E09Rik
Rcor3	A930035D04Rik
Rcor3	Abca5
Rcor3	Letm2
Rcor3	Ppp4r1l-ps
Rest	Lin28a
Rest	Nt5m
Rest	Tcta
Rest	Tgif1
Rest	Clcn4-2
Rnf10	Atg2a
Rnf10	Atp6ap2
Rnf10	Cetn2
Rnf10	D6Wsu163e
Rnf10	Eid1
Rnf10	Mtmr9
Rnf10	Nap1l3
Rnf10	Rpgr
Rnf10	Slc25a14
Rnf10	Taf12
Rnf10	Tsr2
Rnf10	Ttc8
Rnf10	4933427D14Rik
Rnf10	B630019K06Rik
Rnf10	Ccdc112
Rnf10	Ccdc126
Rnf10	D17Wsu104e
Rnf10	Fam171b
Rnf10	Tmem237
Rnf10	Zc4h2
Rnf6	C77370
Rnf6	Cnot6l
Rnf6	D430019H16Rik
Rnf6	Efnb3
Rnf6	Nnat
Rnf6	Rcor3
Rnf6	Sub1
Rnf6	4930579K19Rik
Rnf6	5430427G11Rik
Rnf6	Arxes1
Rnf6	Zfp184
Rreb1	Actl6b
Rreb1	Ahi1
Rreb1	Aplp1
Rreb1	Arhgdig
Rreb1	Arnt2
Rreb1	Cadps
Rreb1	Celf4
Rreb1	Celsr3
Rreb1	Cntn1
Rreb1	Cntnap2
Rreb1	Crmp1
Rreb1	Ctnna2
Rreb1	Ddx25
Rreb1	Dner
Rreb1	Dpp6
Rreb1	Elavl4
Rreb1	Eno2
Rreb1	Fam19a5
Rreb1	Fbxo2
Rreb1	Fgf12
Rreb1	Fmn2
Rreb1	Fzd3
Rreb1	Gabrb3
Rreb1	Gdap1l1
Rreb1	Glrb
Rreb1	Gnaz
Rreb1	Gria2
Rreb1	Grip1
Rreb1	Hap1
Rreb1	Ina
Rreb1	Jph3
Rreb1	Kif5c
Rreb1	Lrrtm2
Rreb1	Magee1
Rreb1	Mapk10
Rreb1	Mapk8ip2
Rreb1	Myt1l
Rreb1	Nap1l2
Rreb1	Nap1l5
Rreb1	Nrsn1
Rreb1	Pak3
Rreb1	Pcbp3
Rreb1	Pclo
Rreb1	Pcsk1n
Rreb1	Phyhipl
Rreb1	Prkar1b
Rreb1	Rims2
Rreb1	Rnf112
Rreb1	Rundc3a
Rreb1	Scg3
Rreb1	Scg5
Rreb1	Scn8a
Rreb1	Sez6l
Rreb1	Sgtb
Rreb1	Slc29a4
Rreb1	Snap91
Rreb1	St8sia3
Rreb1	Stmn3
Rreb1	Synpr
Rreb1	Syt11
Rreb1	Syt4
Rreb1	Tram1l1
Rreb1	Unc13a
Rreb1	Zcchc18
Rreb1	1500011H22Rik
Rreb1	1700086L19Rik
Rreb1	2810037O22Rik
Rreb1	4832406H04Rik
Rreb1	4930488B01Rik
Rreb1	6330407J23Rik
Rreb1	A930009E05Rik
Rreb1	Asphd1
Rreb1	Bai3
Rreb1	Brsk2
Rreb1	Camk2n2
Rreb1	Casc4
Rreb1	Celf6
Rreb1	Chd5
Rreb1	E130309F12Rik
Rreb1	Fam155a
Rreb1	Fam171b
Rreb1	Fbxl16
Rreb1	Lhfpl4
Rreb1	Lrp11
Rreb1	Mtap2
Rreb1	Mtap7d2
Rreb1	Mtap9
Rreb1	Nalcn
Rreb1	Negr1
Rreb1	Nfasc
Rreb1	Nol4
Rreb1	Pcyt1b
Rreb1	Phactr3
Rreb1	Pnmal2
Rreb1	Rab36
Rreb1	Rab39b
Rreb1	Rab9b
Rreb1	Rimkla
Rreb1	Rnft2
Rreb1	Slc35f1
Rreb1	Sphkap
Rreb1	Tmem130
Rreb1	Tmem198
Rreb1	Tmem59l
Rreb1	Tnr
Rreb1	Vgf
Rreb1	Wnk3-ps
Sall4	Cldn6
Sall4	Fam169a
Sall4	Kdm1a
Sall4	Lin28a
Sall4	Pla2g1b
Sall4	Syt9
Sall4	Tdh
Sall4	Tet1
Sall4	Cep78
Sall4	Clcn4-2
Sall4	Wnk3-ps
Sall4	Zdbf2
Sim1	2210010C04Rik
Sim1	Ankrd24
Sim1	Baiap3
Sim1	Bhlha15
Sim1	Calb1
Sim1	Casr
Sim1	Cel
Sim1	Cela1
Sim1	Cela2a
Sim1	Cela3b
Sim1	Chic1
Sim1	Cpa1
Sim1	Cpb1
Sim1	Ctrb1
Sim1	Ctrc
Sim1	Ctrl
Sim1	Cuzd1
Sim1	Ddc
Sim1	Defb1
Sim1	Egf
Sim1	Frzb
Sim1	G6pc2
Sim1	Gjd2
Sim1	Gp2
Sim1	Hnf1b
Sim1	Iapp
Sim1	Ins1
Sim1	Ins2
Sim1	Insrr
Sim1	Isl1
Sim1	Kl
Sim1	Klk1b11
Sim1	Klk1b3
Sim1	Klk1b5
Sim1	Lhx1
Sim1	Mnx1
Sim1	Nkx6-1
Sim1	Pcsk2
Sim1	Pdia6
Sim1	Pnlip
Sim1	Pnliprp1
Sim1	Ppp1r1a
Sim1	Ppy
Sim1	Prss2
Sim1	Prss3
Sim1	Ptf1a
Sim1	Reg2
Sim1	Reg3d
Sim1	Scgn
Sim1	Serpini2
Sim1	Slc12a1
Sim1	Slc2a2
Sim1	Slc2a5
Sim1	Slco1a6
Sim1	Sostdc1
Sim1	Tmed11
Sim1	Tmed6
Sim1	Tmem27
Sim1	Tram1
Sim1	1810010K12Rik
Sim1	1810018F18Rik
Sim1	1810028F09Rik
Sim1	1810073G21Rik
Sim1	5830454E08Rik
Sim1	AI428936
Sim1	Aqp12
Sim1	AU021895
Sim1	B830017H08Rik
Sim1	BB187676
Sim1	Celf3
Sim1	D630024D03Rik
Sim1	Dcdc2a
Sim1	E530001K10Rik
Sim1	Entpd3
Sim1	Erp27
Sim1	Fam159b
Sim1	Fam163a
Sim1	Gcat
Sim1	Gm17767
Sim1	Hs3st6
Sim1	Ispd
Sim1	Kcnk16
Sim1	Klhl32
Sim1	Pappa2
Sim1	Pdia2
Sim1	Rab26
Sim1	Rap1gap2
Sim1	Rgag4
Sim1	Rph3al
Sim1	Slc16a12
Sim1	Slc30a8
Sim1	Stxbp5l
Sim1	Tmem215
Sim1	Ucn3
Sim1	Vps8
Smad3	Anapc5
Smad3	Cdkl2
Smad3	Extl3
Smad3	Kcnu1
Smad3	Mdm1
Smad3	Slc41a1
Smad3	1700086L19Rik
Smad3	A030009H04Rik
Smad3	Celf6
Smad3	Gtl3
Smarca1	AW112010
Smarca1	Aff2
Smarca1	Armcx1
Smarca1	Armcx2
Smarca1	Bex1
Smarca1	Bex2
Smarca1	Bex4
Smarca1	C77370
Smarca1	Ctnna2
Smarca1	D430019H16Rik
Smarca1	Fam169a
Smarca1	Fzd3
Smarca1	Grip1
Smarca1	H2afy2
Smarca1	H2afy3
Smarca1	Hdac6
Smarca1	Hdgfrp3
Smarca1	Inha
Smarca1	Irf2
Smarca1	Irf7
Smarca1	Lgals9
Smarca1	Lrrn1
Smarca1	Maged1
Smarca1	Mageh1
Smarca1	Mboat2
Smarca1	Nbea
Smarca1	Ndn
Smarca1	Pak3
Smarca1	Peg3
Smarca1	Pfn2
Smarca1	Plagl1
Smarca1	Rian
Smarca1	Rpgr
Smarca1	Runx1t1
Smarca1	Spin4
Smarca1	Syt9
Smarca1	Tram1l1
Smarca1	Usp27x
Smarca1	Wbp5
Smarca1	Zcchc3
Smarca1	Zfp354c
Smarca1	1110006E14Rik
Smarca1	2610002J23Rik
Smarca1	4930488B01Rik
Smarca1	Abi2
Smarca1	Arxes1
Smarca1	Arxes2
Smarca1	Bhlhb9
Smarca1	C030034E14Rik
Smarca1	Casc4
Smarca1	Csrnp2
Smarca1	Dcaf12l1
Smarca1	Eid2
Smarca1	Fam70a
Smarca1	Gabra4
Smarca1	Lgi2
Smarca1	Mtap7d2
Smarca1	Mum1l1
Smarca1	Ngfrap1
Smarca1	Pgbd5
Smarca1	Ppp1r26
Smarca1	Rimkla
Smarca1	Rnf182
Smarca1	Tmem130
Smarca1	Tshz3
Smarca1	Tspyl5
Smarca1	Ubtd2
Smarca1	Wnk3-ps
Smarca1	Zdbf2
Smarca4	Ilf3
Smarca4	Kdm1a
Smarca4	Ssrp1
Smarca4	Abl2
Smarcal1	Adam22
Smarcal1	Ankrd24
Smarcal1	Jph3
Smarcal1	Net1
Smarcal1	Paip2b
Smarcal1	Polr2g
Smarcal1	Slc25a14
Smarcal1	Terf2
Smarcal1	Asphd1
Smarcal1	Ric8b
Smarcal1	Zfp512
Sp4	Pms2
Sp4	Terf2
Sp4	Zfp329
Sp4	Hsdl1
Sp4	Mcart6
Ssrp1	Ilf3
Ssrp1	Rpa1
Ssrp1	Srsf9
Sub1	Bex2
Sub1	C77370
Sub1	Elp2
Sub1	Fam169a
Sub1	Hdgfrp3
Sub1	Psip1
Sub1	Rpgr
Sub1	Syt9
Sub1	Trp53bp1
Sub1	Tsr2
Sub1	Usp27x
Sub1	Zbtb7b
Sub1	Zfp354c
Sub1	Zfp566
Sub1	Zik1
Sub1	Abi2
Sub1	Arxes1
Sub1	Bhlhb9
Sub1	Dcaf12l1
Sub1	LOC106740
Sub1	Mtap7d2
Sub1	Pds5b
Sub1	Srsf12
Sub1	Wnk3-ps
Sub1	Zc4h2
Sub1	Zfp647
Sub1	Zfp74
Taf12	Adam22
Taf12	Ampd2
Taf12	Armcx2
Taf12	Atp6ap2
Taf12	Mtmr9
Taf12	Nap1l3
Taf12	Pex26
Taf12	Slc25a14
Taf12	Terf2
Taf12	Zfp329
Taf12	B630019K06Rik
Taf12	C030034E14Rik
Taf12	Fam120aos
Taf12	Mcart6
Taf12	Nrxn1
Taf1a	Ak3
Taf1a	Cluap1
Taf1a	Dhx30
Taf1a	Hnrnph3
Taf1a	Nap1l4
Taf1a	Ofd1
Taf1a	Poc5
Taf1a	Sel1l
Taf1a	Zfp329
Taf1a	Zfp566
Taf1a	Zfp82
Taf1a	4933427D14Rik
Taf1a	BB182297
Taf1a	Bbs12
Taf1a	C130022K22Rik
Taf1a	Zfp438
Tcea2	Klhl10
Tcea2	Stard6
Tcea2	1700080G18Rik
Tcea2	4930449C09Rik
Tcea2	Agbl4
Tcea2	Dmrtc1a
Tcea2	Fam178b
Tcea2	Fam194a
Tcea2	Letm2
Tcf20	Ech1
Tcf20	Ilf3
Tcf20	Mgst1
Tcf20	Pcyt1b
Tead3	Agtpbp1
Tead3	Cyfip2
Tead3	Dock1
Tead3	Nefh
Tead3	Nfib
Tead3	Pacsin1
Tead3	Palld
Tead3	Prkcb
Tead3	Sdc1
Tead3	Slain1
Tead3	Tctn3
Tead3	Yap1
Tead3	6330509M05Rik
Tead3	Arhgap42
Tet1	Bex1
Tet1	C77370
Tet1	Fam169a
Tet1	Ilf3
Tet1	Kdm1a
Tet1	Lin28a
Tet1	Psip1
Tet1	Sall4
Tet1	Syt9
Tet1	Tdh
Tet1	Usp48
Tet1	Ythdf1
Tet1	Zfp566
Tet1	Zik1
Tet1	BB182297
Tet1	Pcyt1b
Tet1	Zfp647
Tgif1	Fgf12
Tgif1	Kcnb1
Tgif1	Lgi1
Tgif1	Nt5m
Tgif1	Pclo
Tgif1	Rest
Tgif1	Rgs7
Tgif1	Tcta
Tgif1	A930009E05Rik
Tgif1	Clcn4-2
Tgif1	March4
Trp53bp1	Ak3
Trp53bp1	Dhx30
Trp53bp1	Kdm2b
Trp53bp1	Zfp329
Trp53bp1	Zfp451
Trp53bp1	Zfp566
Trp53bp1	4933427D14Rik
Trp53bp1	Bhlhb9
Trp53bp1	Pds5b
Tshz1	Bace2
Tshz1	Cnot6l
Tshz1	Gng12
Tshz1	Lin28a
Tshz1	Magt1
Tshz1	Sall4
Tshz1	Tdh
